study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,,mean BD,median BD
Vincent_and_Dionne_2023,Drakes Island,Drakes Island12,single set of methods,5,10,Drakes Island12-10,0.676022438,0.065387743,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island12,single set of methods,10,15,Drakes Island12-15,0.694919637,0.054990786,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island12,single set of methods,15,20,Drakes Island12-20,0.83396324,0.04315711,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island13,single set of methods,0,5,Drakes Island13-5,1.018857416,0.068789163,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island13,single set of methods,5,10,Drakes Island13-10,1.058541534,0.072055136,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island13,single set of methods,10,15,Drakes Island13-15,0.906767187,0.042830235,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island13,single set of methods,15,20,Drakes Island13-20,0.959480426,0.056170261,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island14,single set of methods,0,5,Drakes Island14-5,0.680796467,0.074456433,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island14,single set of methods,5,10,Drakes Island14-10,0.670253819,0.085091716,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island14,single set of methods,10,15,Drakes Island14-15,0.805915818,0.080382265,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island14,single set of methods,15,20,Drakes Island14-20,0.890853756,0.097318795,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island15,single set of methods,0,5,Drakes Island15-5,0.717795194,0.03751948,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island15,single set of methods,5,10,Drakes Island15-10,0.583823997,0.035892342,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island15,single set of methods,10,15,Drakes Island15-15,0.562738701,0.03846406,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island15,single set of methods,15,20,Drakes Island15-20,0.691140197,0.05022852,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island16,single set of methods,0,5,Drakes Island16-5,1.175505251,0.061834945,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island16,single set of methods,5,10,Drakes Island16-10,1.097728358,0.055639839,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island16,single set of methods,10,15,Drakes Island16-15,0.833167568,0.063269094,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island16,single set of methods,15,20,Drakes Island16-20,0.583525621,0.073227261,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island17,single set of methods,0,5,Drakes Island17-5,1.380092298,0.032468646,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island17,single set of methods,5,10,Drakes Island17-10,1.338419001,0.028682376,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island17,single set of methods,10,15,Drakes Island17-15,0.907562858,0.053176603,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island17,single set of methods,15,20,Drakes Island17-20,0.961270687,0.054677354,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island18,single set of methods,0,5,Drakes Island18-5,0.808601209,0.043363273,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island18,single set of methods,5,10,Drakes Island18-10,0.739576703,0.037455473,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island18,single set of methods,10,15,Drakes Island18-15,0.733907543,0.03629597,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island18,single set of methods,15,20,Drakes Island18-20,0.624403246,0.028786899,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island19,single set of methods,0,5,Drakes Island19-5,0.402808721,0.018096718,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island19,single set of methods,5,10,Drakes Island19-10,0.434735041,0.0487693,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island19,single set of methods,10,15,Drakes Island19-15,0.450747931,0.056931008,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island19,single set of methods,15,20,Drakes Island19-20,0.571888924,0.055117991,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island20,single set of methods,0,5,Drakes Island20-5,0.424092934,0.064782929,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island20,single set of methods,5,10,Drakes Island20-10,0.597250955,0.028101712,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island20,single set of methods,10,15,Drakes Island20-15,0.694223425,0.030189955,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island20,single set of methods,15,20,Drakes Island20-20,0.733609166,0.034567223,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island21,single set of methods,0,5,Drakes Island21-5,0.527828612,0.054782929,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island21,single set of methods,5,10,Drakes Island21-10,0.482077498,0.086092419,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island21,single set of methods,10,15,Drakes Island21-15,0.610379535,0.056513491,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island21,single set of methods,15,20,Drakes Island21-20,0.616148154,0.073976667,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island22,single set of methods,0,5,Drakes Island22-5,0.498488224,0.030242391,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island22,single set of methods,5,10,Drakes Island22-10,0.495504456,0.036236345,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island22,single set of methods,10,15,Drakes Island22-15,0.343829567,0.037390411,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island22,single set of methods,15,20,Drakes Island22-20,0.467059198,0.044619375,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island23,single set of methods,0,5,Drakes Island23-5,0.422203215,0.034742606,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island23,single set of methods,5,10,Drakes Island23-10,0.489139083,0.074459113,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island23,single set of methods,10,15,Drakes Island23-15,0.68805697,0.067814791,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island23,single set of methods,15,20,Drakes Island23-20,0.568208943,0.066016085,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island24,single set of methods,0,5,Drakes Island24-5,0.429563176,0.058009212,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island24,single set of methods,5,10,Drakes Island24-10,0.419020528,0.057264838,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island24,single set of methods,10,15,Drakes Island24-15,0.511815722,0.059646105,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island24,single set of methods,15,20,Drakes Island24-20,0.508235201,0.055675857,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island25,single set of methods,0,5,Drakes Island25-5,1.188932209,0.033561707,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island25,single set of methods,5,10,Drakes Island25-10,0.680299173,0.033008102,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island25,single set of methods,10,15,Drakes Island25-15,0.718988701,0.029610173,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island25,single set of methods,15,20,Drakes Island25-20,0.712026575,0.030614658,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island26,single set of methods,0,5,Drakes Island26-5,0.700787715,0.050644746,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island26,single set of methods,5,10,Drakes Island26-10,0.55249443,0.056062067,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island26,single set of methods,10,15,Drakes Island26-15,0.586708307,0.050660906,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island26,single set of methods,15,20,Drakes Island26-20,0.623607575,0.057823643,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island27,single set of methods,0,5,Drakes Island27-5,0.596952578,0.016689566,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island27,single set of methods,5,10,Drakes Island27-10,0.558959262,0.039361872,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island27,single set of methods,10,15,Drakes Island27-15,0.616446531,0.02089523,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island27,single set of methods,15,20,Drakes Island27-20,0.722768141,0.040781637,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island28,single set of methods,0,5,Drakes Island28-5,0.685471038,0.021586311,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island28,single set of methods,5,10,Drakes Island28-10,0.620424889,0.023890793,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island28,single set of methods,10,15,Drakes Island28-15,0.583426162,0.021753536,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island28,single set of methods,15,20,Drakes Island28-20,0.512511935,0.026281732,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island29,single set of methods,0,5,Drakes Island29-5,0.461091661,0.019680316,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island29,single set of methods,5,10,Drakes Island29-10,0.5515993,0.03710841,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island29,single set of methods,10,15,Drakes Island29-15,0.437818269,0.049103598,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island29,single set of methods,15,20,Drakes Island29-20,0.390077976,0.0840895,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island30,single set of methods,0,5,Drakes Island30-5,0.447565245,0.01042147,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island30,single set of methods,5,10,Drakes Island30-10,0.415539465,0.02910178,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island30,single set of methods,10,15,Drakes Island30-15,0.449156588,0.035616265,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island30,single set of methods,15,20,Drakes Island30-20,0.550107416,0.028593782,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island31,single set of methods,0,5,Drakes Island31-5,0.904479631,0.05996799,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island31,single set of methods,5,10,Drakes Island31-10,0.788212126,0.067258834,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island31,single set of methods,10,15,Drakes Island31-15,0.639620465,0.045217079,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island31,single set of methods,15,20,Drakes Island31-20,0.633056174,0.037082496,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island32,single set of methods,0,5,Drakes Island32-5,0.722270847,0.017290651,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island32,single set of methods,5,10,Drakes Island32-10,0.715109803,0.024648886,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island32,single set of methods,10,15,Drakes Island32-15,0.845401018,0.038661383,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island32,single set of methods,15,20,Drakes Island32-20,0.734007002,0.033491276,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island33,single set of methods,0,5,Drakes Island33-5,0.579547263,0.047965393,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island33,single set of methods,5,10,Drakes Island33-10,0.529121579,0.036529737,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island33,single set of methods,10,15,Drakes Island33-15,0.528425366,0.035615146,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island33,single set of methods,15,20,Drakes Island33-20,0.605406588,0.04672677,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island34,single set of methods,0,5,Drakes Island34-5,0.899407225,0.051852894,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island34,single set of methods,5,10,Drakes Island34-10,0.857037715,0.012318625,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island34,single set of methods,10,15,Drakes Island34-15,0.812877944,0.050617054,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island34,single set of methods,15,20,Drakes Island34-20,0.77468571,0.026182327,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island35,single set of methods,0,5,Drakes Island35-5,0.599936346,0.059431912,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island35,single set of methods,5,10,Drakes Island35-10,0.535685869,0.013114965,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island35,single set of methods,10,15,Drakes Island35-15,0.561346276,0.015180359,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island35,single set of methods,15,20,Drakes Island35-20,0.611771961,0.028623844,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island36,single set of methods,0,5,Drakes Island36-5,0.811982813,0.014904129,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island36,single set of methods,5,10,Drakes Island36-10,0.729034055,0.03641593,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island36,single set of methods,10,15,Drakes Island36-15,0.653047422,0.032579907,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island36,single set of methods,15,20,Drakes Island36-20,0.828791375,0.033841753,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island37,single set of methods,0,5,Drakes Island37-5,0.962961489,0.032106913,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island37,single set of methods,5,10,Drakes Island37-10,1.026615213,0.051435167,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island37,single set of methods,10,15,Drakes Island37-15,1.011397995,0.035630904,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island37,single set of methods,15,20,Drakes Island37-20,0.844505888,0.034362133,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island38,single set of methods,0,5,Drakes Island38-5,0.798555856,0.014363371,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island38,single set of methods,5,10,Drakes Island38-10,0.64290261,0.012193002,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island38,single set of methods,10,15,Drakes Island38-15,0.779061903,0.025218894,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island38,single set of methods,15,20,Drakes Island38-20,0.882598663,0.024854203,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island39,single set of methods,0,5,Drakes Island39-5,0.78214513,0.027260708,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island39,single set of methods,5,10,Drakes Island39-10,0.739775621,0.034364954,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island39,single set of methods,10,15,Drakes Island39-15,0.751511776,0.028150798,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island39,single set of methods,15,20,Drakes Island39-20,0.706059039,0.028571633,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island40,single set of methods,0,5,Drakes Island40-5,0.675027849,0.009074945,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island40,single set of methods,5,10,Drakes Island40-10,0.673734882,0.024672526,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island40,single set of methods,10,15,Drakes Island40-15,0.710932527,0.028449647,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island40,single set of methods,15,20,Drakes Island40-20,0.790201305,0.029330535,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island41,single set of methods,0,5,Drakes Island41-5,0.581138606,0.069719399,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island41,single set of methods,5,10,Drakes Island41-10,0.521065404,0.082482438,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island41,single set of methods,10,15,Drakes Island41-15,0.628580522,0.072357779,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island41,single set of methods,15,20,Drakes Island41-20,0.686664545,0.060245297,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island42,single set of methods,0,5,Drakes Island42-5,0.38779042,0.070312414,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island42,single set of methods,5,10,Drakes Island42-10,0.399824952,0.056977013,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island42,single set of methods,10,15,Drakes Island42-15,0.52424809,0.056070307,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island42,single set of methods,15,20,Drakes Island42-20,0.517783259,0.058827642,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island43,single set of methods,0,5,Drakes Island43-5,0.917807129,0.056345734,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island43,single set of methods,5,10,Drakes Island43-10,0.98832352,0.070414401,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island43,single set of methods,10,15,Drakes Island43-15,0.786222947,0.043525361,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island43,single set of methods,15,20,Drakes Island43-20,0.614258434,0.093372475,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island44,single set of methods,0,5,Drakes Island44-5,0.693925048,0.07281511,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island44,single set of methods,5,10,Drakes Island44-10,0.698201782,0.071036881,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island44,single set of methods,10,15,Drakes Island44-15,0.611274666,0.05533176,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island44,single set of methods,15,20,Drakes Island44-20,0.657125239,0.052542222,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island45,single set of methods,0,5,Drakes Island45-5,0.594764481,0.067113193,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island45,single set of methods,5,10,Drakes Island45-10,0.606699554,0.065526183,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island45,single set of methods,10,15,Drakes Island45-15,0.499184437,0.039049812,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island45,single set of methods,15,20,Drakes Island45-20,0.51300923,0.042832941,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island46,single set of methods,0,5,Drakes Island46-5,0.75956795,0.075047736,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island46,single set of methods,5,10,Drakes Island46-10,0.926360598,0.105581317,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island46,single set of methods,10,15,Drakes Island46-15,0.624303787,0.09034256,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island46,single set of methods,15,20,Drakes Island46-20,0.661501432,0.103993879,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island47,single set of methods,0,5,Drakes Island47-5,0.970221992,0.083268248,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island47,single set of methods,5,10,Drakes Island47-10,0.656826862,0.09061618,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island47,single set of methods,10,15,Drakes Island47-15,0.673834341,0.076375866,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island47,single set of methods,15,20,Drakes Island47-20,1.02124443,0.045430758,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island48,single set of methods,0,5,Drakes Island48-5,0.716800605,0.043162758,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island48,single set of methods,5,10,Drakes Island48-10,0.791494271,0.086148271,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island48,single set of methods,10,15,Drakes Island48-15,0.804523393,0.083140212,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island48,single set of methods,15,20,Drakes Island48-20,0.917210376,0.075192748,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island49,single set of methods,0,5,Drakes Island49-5,0.437122056,0.088492002,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island49,single set of methods,5,10,Drakes Island49-10,0.575171069,0.053367089,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island49,single set of methods,10,15,Drakes Island49-15,0.622911362,0.068955838,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island49,single set of methods,15,20,Drakes Island49-20,0.58730506,0.07743102,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island50,single set of methods,0,5,Drakes Island50-5,0.594068269,0.046000321,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island50,single set of methods,5,10,Drakes Island50-10,0.632459421,0.038535598,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island50,single set of methods,10,15,Drakes Island50-15,0.658219287,0.058453787,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island50,single set of methods,15,20,Drakes Island50-20,0.69273154,0.066399418,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island51,single set of methods,0,5,Drakes Island51-5,0.731122693,0.118355018,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island51,single set of methods,5,10,Drakes Island51-10,0.582531031,0.089421503,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island51,single set of methods,10,15,Drakes Island51-15,0.865491725,0.116126352,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island51,single set of methods,15,20,Drakes Island51-20,0.713717377,0.092925069,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island52,single set of methods,0,5,Drakes Island52-5,0.596256365,0.054482188,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island52,single set of methods,5,10,Drakes Island52-10,0.561346276,0.055333908,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island52,single set of methods,10,15,Drakes Island52-15,0.575867282,0.056965421,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island52,single set of methods,15,20,Drakes Island52-20,0.576762412,0.052414939,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island53,single set of methods,0,5,Drakes Island53-5,0.619529758,0.064641588,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island53,single set of methods,5,10,Drakes Island53-10,0.524844844,0.053266613,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island53,single set of methods,10,15,Drakes Island53-15,0.704268778,0.063283022,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island53,single set of methods,15,20,Drakes Island53-20,0.632459421,0.049753257,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island54,single set of methods,0,5,Drakes Island54-5,0.924371419,0.08260967,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island54,single set of methods,5,10,Drakes Island54-10,0.599339593,0.089466235,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island54,single set of methods,10,15,Drakes Island54-15,0.635841025,0.090577693,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island54,single set of methods,15,20,Drakes Island54-20,0.715109803,0.080269236,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island55,single set of methods,0,5,Drakes Island55-5,0.179225016,0.048589854,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island55,single set of methods,5,10,Drakes Island55-10,0.453234405,0.052623892,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island55,single set of methods,10,15,Drakes Island55-15,0.461887333,0.043765139,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island55,single set of methods,15,20,Drakes Island55-20,0.444780395,0.033787189,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island56,single set of methods,0,5,Drakes Island56-5,0.556671706,0.03144616,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island56,single set of methods,5,10,Drakes Island56-10,0.892644017,0.040371324,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island56,single set of methods,10,15,Drakes Island56-15,0.870464672,0.039751764,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island56,single set of methods,15,20,Drakes Island56-20,0.774586251,0.029497587,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island57,single set of methods,0,5,Drakes Island57-5,0.480287237,0.149574564,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island57,single set of methods,5,10,Drakes Island57-10,0.381126671,0.05504336,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island57,single set of methods,10,15,Drakes Island57-15,0.739178867,0.073815659,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island57,single set of methods,15,20,Drakes Island57-20,0.564131127,0.061624023,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island58,single set of methods,0,5,Drakes Island58-5,0.365312699,0.028901338,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island58,single set of methods,5,10,Drakes Island58-10,0.453035487,0.027967046,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island58,single set of methods,10,15,Drakes Island58-15,0.473623488,0.046143431,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island58,single set of methods,15,20,Drakes Island58-20,0.483171547,0.053228236,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island59,single set of methods,0,5,Drakes Island59-5,0.363522438,0.082530273,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island59,single set of methods,5,10,Drakes Island59-10,0.385403405,0.072392151,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island59,single set of methods,10,15,Drakes Island59-15,0.417230267,0.113818976,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island59,single set of methods,15,20,Drakes Island59-20,0.423695099,0.087768114,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island60,single set of methods,0,5,Drakes Island60-5,0.274307766,0.068501859,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island60,single set of methods,5,10,Drakes Island60-10,0.438912317,0.064827394,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island60,single set of methods,10,15,Drakes Island60-15,0.442492839,0.055227497,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island60,single set of methods,15,20,Drakes Island60-20,0.448659293,0.082533594,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island61,single set of methods,0,5,Drakes Island61-5,0.43960853,0.041841317,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island61,single set of methods,5,10,Drakes Island61-10,0.665678708,0.042121405,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island61,single set of methods,10,15,Drakes Island61-15,1.256464831,0.040074707,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island61,single set of methods,15,20,Drakes Island61-20,0.690543444,0.053535614,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island62,single set of methods,0,5,Drakes Island62-5,0.525043762,0.039303595,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island62,single set of methods,5,10,Drakes Island62-10,0.554980904,0.054924125,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island62,single set of methods,10,15,Drakes Island62-15,0.587702896,0.068772543,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island62,single set of methods,15,20,Drakes Island62-20,0.564528962,0.092105241,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island63,single set of methods,0,5,Drakes Island63-5,0.437519892,0.073866265,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island63,single set of methods,5,10,Drakes Island63-10,0.460992202,0.06514354,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island63,single set of methods,10,15,Drakes Island63-15,0.438514481,0.02597742,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island63,single set of methods,15,20,Drakes Island63-20,0.435729631,0.040700405,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island64,single set of methods,0,5,Drakes Island64-5,0.286939052,0.06777391,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island64,single set of methods,5,10,Drakes Island64-10,0.632658339,0.064676328,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island64,single set of methods,10,15,Drakes Island64-15,0.707749841,0.042242002,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island64,single set of methods,15,20,Drakes Island64-20,0.499980108,0.040012244,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island65,single set of methods,0,5,Drakes Island65-5,0.64857177,0.046316652,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island65,single set of methods,5,10,Drakes Island65-10,0.639918842,0.064344786,,,
Vincent_and_Dionne_2023,Drakes Island,Drakes Island65,single set of methods,10,15,Drakes Island65-15,0.643996658,0.056365915,,,
